timestamp,symbol,side,quantity,price,fees,account_id
2026-05-18T22:12:11Z,WETHUSDC,sell,0.038332969027,2128.09,0,real_open_uniswap_v2_contract_recipient_scope
2026-05-18T22:39:11Z,WETHUSDC,sell,0.004597424533,2128.37,0,real_open_uniswap_v2_contract_recipient_scope
2026-05-18T22:55:11Z,WETHUSDC,sell,0.121110409381,2128.28,0,real_open_uniswap_v2_contract_recipient_scope
2026-05-18T22:58:11Z,WETHUSDC,sell,0.121117118886,2128.17,0,real_open_uniswap_v2_contract_recipient_scope
2026-05-18T23:28:35Z,WETHUSDC,sell,0.217325705719,2128.00,0,real_open_uniswap_v2_contract_recipient_scope
2026-05-18T23:29:35Z,WETHUSDC,sell,0.000004840464,2127.69,0,real_open_uniswap_v2_contract_recipient_scope
2026-05-18T23:58:59Z,WETHUSDC,sell,0.004601143019,2126.65,0,real_open_uniswap_v2_contract_recipient_scope
2026-05-19T00:33:23Z,WETHUSDC,sell,0.008005972728,2129.22,0,real_open_uniswap_v2_contract_recipient_scope
2026-05-19T00:54:23Z,WETHUSDC,sell,0.006274214653,2129.21,0,real_open_uniswap_v2_contract_recipient_scope
2026-05-19T01:00:59Z,WETHUSDC,sell,0.003268540463,2127.07,0,real_open_uniswap_v2_contract_recipient_scope
2026-05-19T01:03:47Z,WETHUSDC,sell,0.00000484236,2126.86,0,real_open_uniswap_v2_contract_recipient_scope
2026-05-19T01:09:11Z,WETHUSDC,sell,0.072394440032,2127.03,0,real_open_uniswap_v2_contract_recipient_scope
2026-05-19T01:16:47Z,WETHUSDC,sell,0.002179135082,2127.76,0,real_open_uniswap_v2_contract_recipient_scope
2026-05-19T01:21:47Z,WETHUSDC,sell,0.096573977446,2127.50,0,real_open_uniswap_v2_contract_recipient_scope
2026-05-19T01:23:23Z,WETHUSDC,sell,0.030031996996,2126.40,0,real_open_uniswap_v2_contract_recipient_scope
2026-05-19T01:30:11Z,WETHUSDC,sell,0.000004852115,2122.58,0,real_open_uniswap_v2_contract_recipient_scope
2026-05-19T01:39:47Z,WETHUSDC,sell,0.096802636391,2122.72,0,real_open_uniswap_v2_contract_recipient_scope
2026-05-19T01:57:59Z,WETHUSDC,sell,0.002474734139,2122.65,0,real_open_uniswap_v2_contract_recipient_scope
2026-05-19T01:58:35Z,WETHUSDC,sell,0.003027913799,2122.65,0,real_open_uniswap_v2_contract_recipient_scope
2026-05-19T03:13:11Z,WETHUSDC,sell,0.002184949322,2121.33,0,real_open_uniswap_v2_contract_recipient_scope
2026-05-19T04:14:59Z,WETHUSDC,sell,0.000004851031,2123.05,0,real_open_uniswap_v2_contract_recipient_scope
2026-05-19T04:20:47Z,WETHUSDC,sell,0.036140517332,2123.24,0,real_open_uniswap_v2_contract_recipient_scope
2026-05-19T04:52:47Z,WETHUSDC,sell,0.017365493899,2123.41,0,real_open_uniswap_v2_contract_recipient_scope
2026-05-19T05:08:23Z,WETHUSDC,sell,0.007625405489,2123.38,0,real_open_uniswap_v2_contract_recipient_scope
2026-05-19T05:29:23Z,WETHUSDC,sell,0.003144622971,2122.48,0,real_open_uniswap_v2_contract_recipient_scope
2026-05-19T05:55:11Z,WETHUSDC,sell,0.003492326549,2123.51,0,real_open_uniswap_v2_contract_recipient_scope
2026-05-19T06:00:47Z,WETHUSDC,sell,0.002182706943,2123.51,0,real_open_uniswap_v2_contract_recipient_scope
2026-05-19T06:10:47Z,WETHUSDC,sell,0.03842126204,2123.20,0,real_open_uniswap_v2_contract_recipient_scope
2026-05-19T06:28:47Z,WETHUSDC,sell,0.00000485124,2122.96,0,real_open_uniswap_v2_contract_recipient_scope
2026-05-19T06:43:47Z,WETHUSDC,sell,0.003924490185,2125.88,0,real_open_uniswap_v2_contract_recipient_scope
2026-05-19T06:59:47Z,WETHUSDC,sell,0.005232666135,2125.88,0,real_open_uniswap_v2_contract_recipient_scope
2026-05-19T07:06:47Z,WETHUSDC,sell,0.009486661536,2125.87,0,real_open_uniswap_v2_contract_recipient_scope
2026-05-19T07:16:23Z,WETHUSDC,sell,0.010245374699,2126.28,0,real_open_uniswap_v2_contract_recipient_scope
2026-05-19T07:17:11Z,WETHUSDC,sell,0.04819991167,2126.25,0,real_open_uniswap_v2_contract_recipient_scope
2026-05-19T07:20:23Z,WETHUSDC,sell,0.000004844323,2125.99,0,real_open_uniswap_v2_contract_recipient_scope
2026-05-19T07:26:59Z,WETHUSDC,sell,0.006635825454,2126.49,0,real_open_uniswap_v2_contract_recipient_scope
2026-05-19T07:28:47Z,WETHUSDC,sell,0.007362399209,2126.48,0,real_open_uniswap_v2_contract_recipient_scope
2026-05-19T07:33:11Z,WETHUSDC,sell,0.00460151218,2126.47,0,real_open_uniswap_v2_contract_recipient_scope
2026-05-19T07:33:35Z,WETHUSDC,sell,0.025942964,2126.46,0,real_open_uniswap_v2_contract_recipient_scope
2026-05-19T07:52:11Z,WETHUSDC,sell,0.003002094138,2130.61,0,real_open_uniswap_v2_contract_recipient_scope
