timestamp,symbol,side,quantity,price,fees,account_id
2026-05-05T20:43:47.000Z,USDE,buy,720411.8897254384,0.999508,0,dune_public_wallet_scope_0xc468315a
2026-05-05T20:43:47.000Z,USDE,buy,280160.8727167806,0.999508,0,dune_public_wallet_scope_0xc468315a
2026-05-06T00:54:35.000Z,USDE,buy,680436.9188552187,0.999146,0,dune_public_wallet_scope_0xc468315a
2026-05-06T00:54:35.000Z,USDE,buy,320204.44963242696,0.999146,0,dune_public_wallet_scope_0xc468315a
2026-05-06T17:51:23.000Z,USDT,buy,319989.224457,1.000033,0,dune_public_wallet_scope_0xc468315a
2026-05-06T17:51:23.000Z,USDT,buy,99996.677682,1.000033,0,dune_public_wallet_scope_0xc468315a
2026-05-06T17:51:23.000Z,USDT,buy,99997.451366,1.16347905197,0,dune_public_wallet_scope_0xc468315a
2026-05-06T17:51:23.000Z,USDT,buy,279991.446661,1.000033,0,dune_public_wallet_scope_0xc468315a
2026-05-06T17:51:23.000Z,USDT,buy,139995.093394,1.000033,0,dune_public_wallet_scope_0xc468315a
2026-05-06T17:51:23.000Z,USDT,buy,59998.14767,1.000033,0,dune_public_wallet_scope_0xc468315a
2026-05-06T17:51:23.000Z,USDE,buy,580310.4557081197,0.999382,0,dune_public_wallet_scope_0xc468315a
2026-05-06T17:51:23.000Z,USDE,buy,420221.8407657346,0.999382,0,dune_public_wallet_scope_0xc468315a
2026-05-06T17:53:59.000Z,USDE,buy,160067.45709893448,0.999382,0,dune_public_wallet_scope_0xc468315a
2026-05-06T17:53:59.000Z,USDE,buy,20005.58745148103,0.999382,0,dune_public_wallet_scope_0xc468315a
2026-05-06T17:53:59.000Z,USDT,buy,359984.813866,1.000033,0,dune_public_wallet_scope_0xc468315a
2026-05-06T17:53:59.000Z,USDT,buy,99995.70929,1.000033,0,dune_public_wallet_scope_0xc468315a
2026-05-06T17:53:59.000Z,USDT,buy,159993.020602,1.000033,0,dune_public_wallet_scope_0xc468315a
2026-05-06T17:53:59.000Z,USDT,buy,139993.822408,1.000033,0,dune_public_wallet_scope_0xc468315a
2026-05-06T17:53:59.000Z,USDT,buy,39998.600039,1.000033,0,dune_public_wallet_scope_0xc468315a
2026-05-06T17:53:59.000Z,USDE,buy,240122.6599581432,0.999382,0,dune_public_wallet_scope_0xc468315a
2026-05-06T17:53:59.000Z,USDE,buy,560266.7495515867,0.999382,0,dune_public_wallet_scope_0xc468315a
2026-05-06T17:53:59.000Z,USDTB,buy,19994.35640421813,1.000299264235,0,dune_public_wallet_scope_0xc468315a
2026-05-06T17:53:59.000Z,USDE,buy,20008.027314183488,0.999382,0,dune_public_wallet_scope_0xc468315a
2026-05-06T18:37:47.000Z,USDE,buy,20009.688150927683,0.999485,0,dune_public_wallet_scope_0xc468315a
2026-05-06T18:37:47.000Z,USDT,buy,400028.007673,1.000091,0,dune_public_wallet_scope_0xc468315a
2026-05-06T18:37:47.000Z,USDT,buy,160030.538842,1.000091,0,dune_public_wallet_scope_0xc468315a
2026-05-06T18:37:47.000Z,USDT,buy,139940.483612,1.000091,0,dune_public_wallet_scope_0xc468315a
2026-05-06T18:37:47.000Z,USDT,buy,220005.064087,1.000091,0,dune_public_wallet_scope_0xc468315a
2026-05-06T18:37:47.000Z,USDT,buy,59974.638735,1.000091,0,dune_public_wallet_scope_0xc468315a
2026-05-06T18:37:47.000Z,USDE,buy,540269.9166963303,0.999485,0,dune_public_wallet_scope_0xc468315a
2026-05-06T18:37:47.000Z,USDE,buy,440253.32194761303,0.999485,0,dune_public_wallet_scope_0xc468315a
2026-05-06T18:40:23.000Z,USDE,buy,159937.96767121926,0.999529,0,dune_public_wallet_scope_0xc468315a
2026-05-06T18:40:23.000Z,USDT,buy,299715.867839,1.000084,0,dune_public_wallet_scope_0xc468315a
2026-05-06T18:40:23.000Z,USDT,buy,99960.61702,1.000084,0,dune_public_wallet_scope_0xc468315a
2026-05-06T18:40:23.000Z,USDT,buy,39950.98966,1.163542496257,0,dune_public_wallet_scope_0xc468315a
2026-05-06T18:40:23.000Z,USDT,buy,119935.933392,1.000084,0,dune_public_wallet_scope_0xc468315a
2026-05-06T18:40:23.000Z,USDT,buy,239788.804584,1.000084,0,dune_public_wallet_scope_0xc468315a
2026-05-06T18:40:23.000Z,USDT,buy,39950.672436,1.000084,0,dune_public_wallet_scope_0xc468315a
2026-05-06T18:40:23.000Z,USDE,buy,259886.4068269535,0.999529,0,dune_public_wallet_scope_0xc468315a
2026-05-06T18:40:23.000Z,USDE,buy,579810.7666985305,0.999529,0,dune_public_wallet_scope_0xc468315a
2026-05-06T18:53:59.000Z,USDT,buy,256068.515119,1.00005,0,dune_public_wallet_scope_0xc468315a
2026-05-06T18:53:59.000Z,USDT,buy,99581.64634,1.00005,0,dune_public_wallet_scope_0xc468315a
2026-05-06T18:53:59.000Z,USDT,buy,341422.992276,1.00005,0,dune_public_wallet_scope_0xc468315a
2026-05-06T18:53:59.000Z,USDT,buy,99581.660831,1.00005,0,dune_public_wallet_scope_0xc468315a
2026-05-06T18:53:59.000Z,USDT,buy,526360.293995,1.00005,0,dune_public_wallet_scope_0xc468315a
2026-05-06T18:58:11.000Z,USDT,buy,209910.040009,1.00008,0,dune_public_wallet_scope_0xc468315a
2026-05-06T18:58:11.000Z,USDT,buy,269883.484735,1.00008,0,dune_public_wallet_scope_0xc468315a
2026-05-06T18:58:11.000Z,USDT,buy,149935.320265,1.00008,0,dune_public_wallet_scope_0xc468315a
2026-05-06T18:58:11.000Z,USDT,buy,2338996.992139,1.00008,0,dune_public_wallet_scope_0xc468315a
2026-05-06T19:06:35.000Z,USDT,buy,69969.752454,1.000141,0,dune_public_wallet_scope_0xc468315a
